siren,year,company,totalassets,marketable_sec,cash,totaldebt,inventory,creditors,tradedebts,taxes,otherdebts,netincome,netsales
440344562,2015,RDMB CONSTRUCTION SARL,2417.0,0.0,229.0,997.0,0.0,487.0,1183.0,456.0,17.0,98.0,5410.0
440344562,2016,RDMB CONSTRUCTION SARL,2632.0,0.0,358.0,1090.0,0.0,651.0,1148.0,415.0,0.0,43.0,4189.0
440347516,2014,L'ART DU VOLET ROULANT,524.0,130.0,74.0,285.0,12.0,220.0,300.0,48.0,12.0,69.0,1601.0
440411809,2014,LY DEVELOPPEMENT,384.0,0.0,144.0,98.0,136.0,65.0,0.0,24.0,0.0,53.0,1161.0
440411809,2015,LY DEVELOPPEMENT,485.0,0.0,118.0,167.0,175.0,48.0,0.0,33.0,1.0,31.0,1273.0
440422459,2014,GUARATO TUYAUTERIE SERVICE,1008.0,0.0,327.0,545.0,25.0,270.0,544.0,233.0,0.0,67.0,2095.0
440422459,2015,GUARATO TUYAUTERIE SERVICE,1198.0,0.0,352.0,451.0,47.0,153.0,677.0,247.0,0.0,246.0,2185.0
440422459,2016,GUARATO TUYAUTERIE SERVICE,963.0,50.0,212.0,393.0,47.0,149.0,443.0,196.0,22.0,106.0,1735.0
440422459,2017,GUARATO TUYAUTERIE SERVICE,1183.0,51.0,389.0,549.0,65.0,245.0,499.0,279.0,10.0,136.0,2356.0
440423309,2014,SARL TARGON DOMINIQUE,370.0,0.0,30.0,141.0,11.0,54.0,235.0,67.0,5.0,40.0,714.0
440423309,2015,SARL TARGON DOMINIQUE,515.0,50.0,27.0,257.0,5.0,90.0,350.0,87.0,23.0,29.0,720.0
440439370,2014,SARL GOMIS-HIMPE BAT ET TRAVAUX PUBLICS,43.0,0.0,0.0,60.0,9.0,25.0,19.0,17.0,0.0,-32.0,327.0
440447654,2014,BUGS ARE US,159.0,0.0,32.0,63.0,65.0,15.0,6.0,7.0,0.0,3.0,259.0
440447654,2015,BUGS ARE US,147.0,0.0,32.0,54.0,65.0,10.0,2.0,10.0,0.0,2.0,267.0
440449080,2014,AMELIE,1016.0,0.0,1.0,892.0,998.0,2.0,0.0,2.0,0.0,1.0,668.0
440449080,2015,AMELIE,404.0,0.0,86.0,262.0,305.0,3.0,0.0,29.0,0.0,17.0,843.0
440458602,2014,DELTA CONSTRUCTION,27563.0,1816.0,888.0,14406.0,74.0,7656.0,7904.0,2848.0,1044.0,498.0,30886.0
440458602,2015,DELTA CONSTRUCTION,28870.0,2631.0,2559.0,15486.0,71.0,8062.0,6065.0,3164.0,214.0,550.0,28049.0
440458602,2016,DELTA CONSTRUCTION,28219.0,1763.0,1574.0,13765.0,33.0,9503.0,7984.0,3050.0,162.0,761.0,35112.0
440458602,2017,DELTA CONSTRUCTION,32736.0,900.0,1907.0,22452.0,142.0,11624.0,12806.0,3920.0,2144.0,837.0,37358.0
440462745,2014,ESPRIT BOIS,251.0,0.0,105.0,97.0,15.0,29.0,98.0,36.0,0.0,0.0,422.0
440462745,2015,ESPRIT BOIS,365.0,0.0,102.0,182.0,25.0,68.0,185.0,94.0,0.0,32.0,460.0
440463511,2014,ARMANDO,1577.0,0.0,1.0,409.0,0.0,10.0,327.0,56.0,3.0,87.0,72.0
440463511,2015,ARMANDO,1482.0,0.0,0.0,329.0,0.0,4.0,186.0,57.0,30.0,3.0,132.0
440463511,2016,ARMANDO,1636.0,0.0,0.0,471.0,0.0,7.0,161.0,41.0,0.0,12.0,204.0
440463511,2017,ARMANDO,1561.0,0.0,0.0,382.0,0.0,9.0,101.0,34.0,0.0,33.0,216.0
440473726,2014,ENTRE DEUX MERS ELECTRICITE,178.0,0.0,38.0,105.0,9.0,40.0,101.0,39.0,0.0,11.0,498.0
440473726,2015,ENTRE DEUX MERS ELECTRICITE,142.0,0.0,12.0,64.0,13.0,24.0,96.0,29.0,2.0,6.0,390.0
440473726,2017,ENTRE DEUX MERS ELECTRICITE,209.0,0.0,21.0,105.0,10.0,41.0,133.0,34.0,7.0,2.0,419.0
440473726,2018,ENTRE DEUX MERS ELECTRICITE,200.0,0.0,63.0,107.0,13.0,57.0,73.0,29.0,7.0,-12.0,576.0
440475663,2015,SARL EFTM,384.0,0.0,6.0,297.0,5.0,79.0,194.0,90.0,0.0,19.0,560.0
440475663,2016,SARL EFTM,384.0,0.0,101.0,244.0,5.0,90.0,115.0,72.0,0.0,52.0,519.0
440475663,2018,SARL EFTM,410.0,0.0,54.0,245.0,5.0,48.0,133.0,58.0,3.0,18.0,542.0
440488278,2014,3 PRINT,4050.0,5.0,546.0,3469.0,32.0,1999.0,1827.0,484.0,0.0,227.0,9100.0
440488278,2015,3 PRINT,3680.0,5.0,826.0,2995.0,31.0,1875.0,1511.0,461.0,5.0,294.0,9508.0
440488278,2016,3 PRINT,3749.0,5.0,848.0,3076.0,32.0,1981.0,1809.0,443.0,20.0,255.0,9518.0
440488278,2017,3 PRINT,3824.0,5.0,757.0,3301.0,37.0,2072.0,1958.0,367.0,5.0,98.0,9506.0
440490118,2014,CARROSSERIE PEINTURE SYSTEM,1254.0,0.0,0.0,1124.0,195.0,413.0,490.0,96.0,378.0,90.0,1562.0
440490118,2015,CARROSSERIE PEINTURE SYSTEM,1157.0,0.0,0.0,1021.0,209.0,396.0,445.0,65.0,310.0,114.0,1509.0
440490118,2016,CARROSSERIE PEINTURE SYSTEM,1265.0,0.0,0.0,1151.0,245.0,570.0,503.0,50.0,356.0,122.0,1592.0
440490118,2017,CARROSSERIE PEINTURE SYSTEM,1408.0,0.0,25.0,1425.0,281.0,735.0,437.0,107.0,374.0,36.0,1933.0
440505105,2015,ECO MICRO DEVELOPPEMENT DURABLE,517.0,0.0,0.0,38.0,0.0,2.0,16.0,3.0,33.0,0.0,0.0
440505105,2016,ECO MICRO DEVELOPPEMENT DURABLE,501.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0
440507796,2014,ARC EN SELS,252.0,0.0,1.0,177.0,158.0,58.0,50.0,36.0,3.0,13.0,546.0
440513059,2014,SAFRAN CERAMICS,971155.0,0.0,17827.0,690141.0,204765.0,86299.0,384933.0,143059.0,2252.0,36661.0,480683.0
440513059,2016,SAFRAN CERAMICS,165265.0,0.0,177.0,98064.0,2943.0,6262.0,9434.0,17569.0,69438.0,568841.0,251704.0
440513059,2017,SAFRAN CERAMICS,181021.0,0.0,261.0,127249.0,2138.0,6132.0,11449.0,13917.0,100025.0,34085.0,28025.0
440514107,2014,BORDEAUX PNEUS,2552.0,0.0,620.0,1599.0,662.0,657.0,501.0,143.0,63.0,213.0,4537.0
440514107,2015,BORDEAUX PNEUS,2579.0,0.0,458.0,1456.0,850.0,689.0,504.0,149.0,63.0,220.0,4438.0
440514107,2016,BORDEAUX PNEUS,2777.0,0.0,606.0,1539.0,961.0,733.0,466.0,153.0,53.0,164.0,4585.0
440514107,2017,BORDEAUX PNEUS,2800.0,0.0,428.0,1364.0,941.0,552.0,444.0,132.0,48.0,247.0,4436.0
440514107,2018,BORDEAUX PNEUS,2823.0,0.0,229.0,1274.0,877.0,416.0,339.0,135.0,50.0,166.0,4425.0
440515302,2015,SAS LE VILLAGE,885.0,0.0,85.0,166.0,0.0,6.0,0.0,1.0,0.0,-54.0,40.0
440523256,2014,ENTREPRISE JAUBERT ET FILS,248.0,0.0,40.0,85.0,4.0,27.0,16.0,33.0,4.0,16.0,545.0
440526770,2014,INFOVAB,544.0,0.0,179.0,174.0,0.0,50.0,236.0,114.0,0.0,67.0,783.0
440526770,2015,INFOVAB,998.0,50.0,137.0,597.0,0.0,39.0,187.0,109.0,1.0,33.0,974.0
440526770,2016,INFOVAB,1092.0,0.0,259.0,617.0,0.0,90.0,252.0,137.0,8.0,75.0,1108.0
440527091,2014,GESTIMMO,749.0,0.0,689.0,145.0,0.0,6.0,40.0,51.0,85.0,139.0,353.0
440527091,2015,GESTIMMO,846.0,0.0,765.0,138.0,0.0,7.0,35.0,42.0,75.0,105.0,315.0
440527091,2016,GESTIMMO,1010.0,0.0,958.0,181.0,0.0,6.0,33.0,42.0,122.0,118.0,358.0
440527091,2017,GESTIMMO,1086.0,0.0,1026.0,152.0,0.0,7.0,33.0,43.0,93.0,109.0,359.0
440553840,2016,GD ELECTRIC,134.0,0.0,7.0,95.0,66.0,39.0,37.0,42.0,0.0,2.0,337.0
440553840,2017,GD ELECTRIC,91.0,0.0,6.0,52.0,39.0,27.0,18.0,25.0,0.0,0.0,423.0
440553840,2018,GD ELECTRIC,114.0,0.0,6.0,75.0,43.0,22.0,18.0,19.0,0.0,0.0,356.0
440575579,2014,BERTIN-MARTINET,53.0,0.0,17.0,20.0,0.0,12.0,5.0,8.0,0.0,3.0,189.0
440575579,2015,BERTIN-MARTINET,44.0,0.0,10.0,15.0,2.0,14.0,2.0,1.0,0.0,-3.0,188.0
440575579,2016,BERTIN-MARTINET,95.0,0.0,18.0,54.0,2.0,19.0,6.0,3.0,0.0,12.0,190.0
440578185,2014,STE D'AMENAGEMENT FONCIER ET IMMOBILIER,1246.0,0.0,540.0,402.0,498.0,12.0,0.0,0.0,0.0,62.0,134.0
440578185,2015,STE D'AMENAGEMENT FONCIER ET IMMOBILIER,1072.0,0.0,318.0,77.0,61.0,7.0,0.0,62.0,0.0,151.0,688.0
440578185,2016,STE D'AMENAGEMENT FONCIER ET IMMOBILIER,1281.0,0.0,134.0,33.0,0.0,5.0,70.0,21.0,0.0,253.0,155.0
440578185,2017,STE D'AMENAGEMENT FONCIER ET IMMOBILIER,1381.0,0.0,379.0,22.0,0.0,4.0,24.0,11.0,0.0,112.0,119.0
440578409,2014,ETS MARION,683.0,0.0,45.0,388.0,5.0,343.0,309.0,45.0,0.0,3.0,2684.0
440578409,2015,ETS MARION,677.0,0.0,75.0,368.0,3.0,327.0,276.0,41.0,0.0,14.0,2867.0
440597847,2014,V L M SARL,1069.0,0.0,12.0,601.0,56.0,168.0,31.0,197.0,9.0,52.0,672.0
440597847,2016,V L M SARL,1548.0,0.0,2.0,584.0,31.0,294.0,198.0,217.0,33.0,99.0,922.0
440597847,2017,V L M SARL,2655.0,0.0,77.0,787.0,35.0,342.0,206.0,359.0,81.0,127.0,1220.0
440602407,2014,A2O,575.0,0.0,204.0,193.0,114.0,84.0,59.0,70.0,0.0,31.0,901.0
440602407,2015,A2O,503.0,0.0,190.0,156.0,113.0,89.0,22.0,48.0,0.0,-36.0,862.0
440603637,2014,AQUITAINE LINERS PRODUCTION,359.0,0.0,32.0,292.0,58.0,266.0,246.0,16.0,0.0,-50.0,277.0
440603637,2015,AQUITAINE LINERS PRODUCTION,392.0,0.0,19.0,374.0,52.0,336.0,296.0,31.0,0.0,-51.0,280.0
440603637,2016,AQUITAINE LINERS PRODUCTION,448.0,0.0,28.0,441.0,49.0,409.0,351.0,28.0,0.0,-10.0,300.0
440606150,2014,AQUITAINE FONDATIONS RENOVATION,4073.0,0.0,455.0,1927.0,310.0,1365.0,2114.0,341.0,35.0,264.0,8318.0
440606150,2015,AQUITAINE FONDATIONS RENOVATION,3851.0,0.0,513.0,1877.0,389.0,1160.0,1367.0,245.0,12.0,139.0,6160.0
440620722,2014,SOLAL,1785.0,0.0,411.0,194.0,907.0,143.0,0.0,51.0,0.0,84.0,1401.0
440631216,2014,CB MILLESIME FILTRATION,1678.0,86.0,134.0,1176.0,0.0,182.0,659.0,265.0,2.0,91.0,1924.0
440631216,2015,CB MILLESIME FILTRATION,2086.0,132.0,116.0,1552.0,0.0,272.0,696.0,306.0,1.0,37.0,2029.0
440633923,2014,ATRIUM,1125.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0
440633923,2015,ATRIUM,1135.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
440633923,2016,ATRIUM,1192.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0
440633923,2017,ATRIUM,1245.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
440669695,2016,DELARUE ASSURANCES,46.0,0.0,10.0,14.0,0.0,0.0,29.0,4.0,5.0,16.0,99.0
440669695,2017,DELARUE ASSURANCES,86.0,0.0,8.0,43.0,0.0,0.0,45.0,13.0,0.0,11.0,113.0
440676815,2014,C5SR,335.0,0.0,5.0,296.0,76.0,192.0,19.0,9.0,14.0,29.0,274.0
440676815,2015,C5SR,349.0,0.0,33.0,370.0,35.0,241.0,27.0,5.0,14.0,-30.0,328.0
440676815,2017,C5SR,328.0,0.0,5.0,319.0,39.0,193.0,18.0,2.0,24.0,0.0,116.0
440702488,2014,SECURITE CONDUITE,112.0,0.0,32.0,53.0,0.0,5.0,13.0,47.0,0.0,14.0,323.0
440702686,2014,GARAGE BMC TIVOLI,92.0,5.0,5.0,62.0,12.0,21.0,17.0,23.0,3.0,1.0,274.0
440702686,2015,GARAGE BMC TIVOLI,102.0,0.0,12.0,69.0,15.0,29.0,19.0,19.0,3.0,2.0,288.0
440705341,2014,SARL BOULERIS,832.0,0.0,47.0,555.0,48.0,327.0,580.0,214.0,2.0,46.0,2103.0
440705341,2015,SARL BOULERIS,692.0,0.0,79.0,435.0,111.0,258.0,344.0,160.0,12.0,1.0,1988.0
440705341,2016,SARL BOULERIS,910.0,0.0,2.0,647.0,103.0,374.0,574.0,176.0,1.0,16.0,2324.0
440705341,2017,SARL BOULERIS,1103.0,0.0,16.0,781.0,62.0,466.0,773.0,226.0,6.0,58.0,2345.0
440705341,2018,SARL BOULERIS,853.0,0.0,47.0,544.0,83.0,317.0,543.0,170.0,3.0,47.0,2068.0
440707354,2014,PARTEXIA,1013.0,103.0,20.0,389.0,0.0,7.0,561.0,208.0,7.0,56.0,1057.0
440707354,2015,PARTEXIA,1081.0,104.0,24.0,391.0,0.0,24.0,650.0,229.0,7.0,58.0,1073.0
440707354,2017,PARTEXIA,1281.0,41.0,102.0,498.0,0.0,29.0,687.0,265.0,17.0,35.0,1090.0
440707354,2018,PARTEXIA,1346.0,41.0,102.0,461.0,0.0,45.0,782.0,269.0,14.0,76.0,1174.0
440727725,2014,AQUITAINE VIDANGE - TRANSPORTS NAUD,173.0,0.0,96.0,57.0,0.0,21.0,13.0,31.0,0.0,40.0,148.0
440727725,2015,AQUITAINE VIDANGE - TRANSPORTS NAUD,143.0,0.0,58.0,27.0,0.0,4.0,9.0,18.0,0.0,3.0,104.0
440727725,2016,AQUITAINE VIDANGE - TRANSPORTS NAUD,140.0,0.0,54.0,21.0,0.0,4.0,22.0,16.0,0.0,4.0,104.0
440727725,2018,AQUITAINE VIDANGE - TRANSPORTS NAUD,145.0,0.0,68.0,30.0,0.0,11.0,25.0,18.0,0.0,11.0,122.0
440728186,2014,STEPHANE BERTIN,906.0,0.0,703.0,143.0,7.0,73.0,130.0,38.0,4.0,7.0,1209.0
440733442,2014,VR SERVICES,1002.0,194.0,322.0,296.0,238.0,86.0,89.0,90.0,2.0,70.0,1639.0
440733442,2015,VR SERVICES,1186.0,94.0,315.0,185.0,48.0,9.0,123.0,128.0,2.0,297.0,1391.0
440747236,2014,PHD FRANCE,20106.0,0.0,1.0,10400.0,0.0,306.0,2129.0,689.0,9405.0,-189.0,325.0
440747236,2015,PHD FRANCE,20465.0,0.0,0.0,10903.0,0.0,298.0,2513.0,700.0,9905.0,-145.0,325.0
440747236,2016,PHD FRANCE,20865.0,0.0,1.0,11451.0,0.0,251.0,2903.0,671.0,10529.0,-147.0,325.0
440747236,2017,PHD FRANCE,18169.0,0.0,0.0,8765.0,0.0,270.0,195.0,385.0,8110.0,-11.0,325.0
440747855,2014,MARCO TECH,675.0,13.0,59.0,323.0,1.0,278.0,226.0,35.0,5.0,-2.0,1371.0
440747855,2015,MARCO TECH,863.0,0.0,250.0,407.0,8.0,217.0,251.0,27.0,11.0,102.0,1898.0
440776177,2015,CARROSSERIE DU GAES,222.0,0.0,0.0,149.0,15.0,42.0,43.0,28.0,0.0,17.0,358.0
440778876,2015,TP SIGNORET JEAN MARC SARL,150.0,0.0,1.0,67.0,18.0,13.0,46.0,21.0,17.0,-15.0,148.0
440778876,2016,TP SIGNORET JEAN MARC SARL,113.0,0.0,6.0,56.0,33.0,16.0,22.0,14.0,18.0,-25.0,118.0
440778876,2018,TP SIGNORET JEAN MARC SARL,113.0,0.0,13.0,58.0,18.0,6.0,26.0,14.0,0.0,-2.0,155.0
440802858,2015,LAMAGNERE,104.0,0.0,52.0,95.0,5.0,6.0,14.0,10.0,0.0,0.0,84.0
440808731,2014,B2M AUTOMOBILES,880.0,0.0,501.0,408.0,217.0,52.0,94.0,42.0,84.0,65.0,1287.0
440808731,2015,B2M AUTOMOBILES,917.0,50.0,359.0,400.0,288.0,27.0,101.0,41.0,77.0,47.0,957.0
440808731,2017,B2M AUTOMOBILES,709.0,50.0,164.0,126.0,126.0,33.0,77.0,57.0,29.0,10.0,1243.0
440818763,2014,NICOLAS THIENPONT CONSEIL,777.0,0.0,0.0,226.0,0.0,16.0,21.0,20.0,0.0,102.0,332.0
440818763,2015,NICOLAS THIENPONT CONSEIL,837.0,0.0,47.0,161.0,0.0,7.0,28.0,17.0,0.0,96.0,301.0
440818763,2016,NICOLAS THIENPONT CONSEIL,830.0,0.0,5.0,68.0,0.0,11.0,18.0,14.0,0.0,86.0,293.0
440841757,2014,LIBERDIS,546.0,50.0,240.0,399.0,71.0,192.0,11.0,169.0,0.0,18.0,3392.0
440841757,2015,LIBERDIS,630.0,0.0,306.0,466.0,75.0,137.0,14.0,246.0,4.0,19.0,3782.0
440841757,2016,LIBERDIS,503.0,0.0,207.0,330.0,80.0,187.0,11.0,132.0,4.0,8.0,3735.0
440841757,2017,LIBERDIS,484.0,0.0,185.0,300.0,86.0,186.0,9.0,110.0,0.0,11.0,3570.0
440867380,2015,INCA MAISONS INDIVIDUELLES,28494.0,0.0,0.0,25202.0,0.0,10282.0,16624.0,3967.0,271.0,1029.0,31695.0
440867380,2016,INCA MAISONS INDIVIDUELLES,30452.0,0.0,0.0,25436.0,0.0,9709.0,16977.0,4525.0,853.0,2262.0,35568.0
440867380,2017,INCA MAISONS INDIVIDUELLES,31150.0,0.0,460.0,24393.0,0.0,9681.0,17723.0,4516.0,0.0,1799.0,31001.0
440896926,2014,SODICARS,1972.0,0.0,479.0,559.0,60.0,283.0,906.0,154.0,16.0,172.0,2332.0
440896926,2015,SODICARS,2282.0,0.0,749.0,738.0,154.0,300.0,364.0,148.0,9.0,291.0,2367.0
440896926,2016,SODICARS,2933.0,0.0,350.0,1219.0,577.0,114.0,627.0,166.0,244.0,170.0,2999.0
440897924,2014,CONSTELLATION UTILITES SERVICES,4754.0,0.0,2.0,2841.0,67.0,1352.0,622.0,483.0,1006.0,1673.0,9990.0
440897924,2015,CONSTELLATION UTILITES SERVICES,3409.0,0.0,17.0,1892.0,62.0,1143.0,459.0,61.0,688.0,1368.0,10336.0
440897924,2016,CONSTELLATION UTILITES SERVICES,5975.0,0.0,1130.0,5341.0,56.0,2839.0,907.0,192.0,2310.0,448.0,9388.0
440897924,2017,CONSTELLATION UTILITES SERVICES,11495.0,0.0,2647.0,10205.0,49.0,4444.0,2053.0,117.0,5644.0,897.0,10803.0
440901346,2014,CALL,367.0,0.0,92.0,336.0,0.0,15.0,154.0,130.0,26.0,21.0,953.0
440901346,2015,CALL,332.0,0.0,81.0,298.0,0.0,17.0,112.0,112.0,22.0,25.0,720.0
440901346,2016,CALL,401.0,0.0,54.0,374.0,0.0,16.0,176.0,110.0,31.0,18.0,772.0
440901346,2017,CALL,345.0,0.0,88.0,302.0,0.0,20.0,118.0,112.0,31.0,24.0,811.0
440923761,2014,SILVA ROAD,177.0,0.0,18.0,85.0,42.0,29.0,8.0,4.0,0.0,18.0,900.0
440923761,2015,SILVA ROAD,206.0,0.0,46.0,101.0,23.0,63.0,33.0,3.0,0.0,13.0,567.0
440923761,2016,SILVA ROAD,157.0,0.0,23.0,37.0,18.0,20.0,8.0,2.0,0.0,15.0,319.0
440923761,2017,SILVA ROAD,158.0,0.0,3.0,38.0,44.0,2.0,0.0,1.0,0.0,1.0,112.0
440951580,2017,SARL GARAGE CASSOU C,59.0,0.0,30.0,56.0,5.0,28.0,15.0,16.0,0.0,14.0,238.0
440979789,2014,MARIDROL,801.0,274.0,98.0,429.0,189.0,115.0,11.0,67.0,0.0,131.0,3906.0
440979789,2015,MARIDROL,879.0,205.0,122.0,498.0,196.0,135.0,8.0,107.0,0.0,141.0,3805.0
440979789,2016,MARIDROL,1195.0,263.0,67.0,769.0,179.0,172.0,14.0,65.0,0.0,85.0,3983.0
440979961,2017,OPTICOL,713.0,0.0,171.0,355.0,153.0,88.0,166.0,39.0,0.0,43.0,1139.0
440981009,2015,SARL BAVANNES,150.0,0.0,91.0,55.0,1.0,22.0,2.0,6.0,0.0,41.0,325.0
440981009,2017,SARL BAVANNES,296.0,0.0,60.0,79.0,1.0,31.0,35.0,3.0,0.0,59.0,335.0
440981009,2018,SARL BAVANNES,310.0,0.0,57.0,32.0,1.0,31.0,16.0,1.0,0.0,60.0,307.0
441007648,2014,BUREAU ETUDES INGENIERIE CONSEILS AQUITAIN,112.0,0.0,98.0,98.0,0.0,11.0,10.0,3.0,0.0,2.0,127.0
441007648,2015,BUREAU ETUDES INGENIERIE CONSEILS AQUITAIN,85.0,0.0,80.0,57.0,0.0,2.0,4.0,3.0,0.0,14.0,86.0
441007648,2016,BUREAU ETUDES INGENIERIE CONSEILS AQUITAIN,29.0,0.0,22.0,42.0,0.0,2.0,4.0,7.0,0.0,-42.0,85.0
441007648,2017,BUREAU ETUDES INGENIERIE CONSEILS AQUITAIN,65.0,0.0,58.0,30.0,0.0,1.0,4.0,13.0,0.0,48.0,110.0
441014909,2014,SOLUTION ENERGIE,633.0,98.0,91.0,406.0,97.0,114.0,272.0,87.0,76.0,35.0,1057.0
441014909,2015,SOLUTION ENERGIE,693.0,88.0,109.0,481.0,83.0,163.0,330.0,101.0,81.0,17.0,1357.0
441014909,2016,SOLUTION ENERGIE,905.0,89.0,136.0,675.0,95.0,215.0,547.0,139.0,99.0,78.0,1719.0
441014909,2017,SOLUTION ENERGIE,762.0,19.0,134.0,454.0,83.0,112.0,464.0,107.0,78.0,78.0,1801.0
441014909,2018,SOLUTION ENERGIE,644.0,0.0,148.0,321.0,149.0,141.0,301.0,83.0,54.0,94.0,1767.0
441016201,2014,TEAMRESA,527.0,0.0,253.0,206.0,0.0,112.0,101.0,92.0,2.0,30.0,445.0
441031002,2014,AMBES BATIMENT BOYER RENE,381.0,0.0,167.0,143.0,1.0,59.0,173.0,61.0,0.0,77.0,791.0
441031002,2016,AMBES BATIMENT BOYER RENE,404.0,0.0,233.0,103.0,2.0,28.0,98.0,57.0,0.0,38.0,528.0
441039898,2014,SOCIETE DES DUNES SEL DE VETERINAIRES,696.0,0.0,37.0,536.0,43.0,16.0,7.0,51.0,0.0,58.0,649.0
441039898,2015,SOCIETE DES DUNES SEL DE VETERINAIRES,677.0,0.0,29.0,485.0,53.0,13.0,16.0,61.0,0.0,42.0,373.0
441053816,2014,F-SECURE SDC,3660.0,0.0,76.0,2306.0,0.0,410.0,2272.0,846.0,8.0,-123.0,8092.0
441053816,2015,F-SECURE SDC,3329.0,0.0,331.0,873.0,0.0,555.0,2548.0,311.0,0.0,-1073.0,2872.0
441053816,2016,F-SECURE SDC,3305.0,0.0,66.0,716.0,0.0,520.0,3066.0,196.0,0.0,-27.0,2187.0
441053816,2017,F-SECURE SDC,3086.0,0.0,283.0,640.0,0.0,514.0,2678.0,125.0,0.0,16.0,498.0
441054038,2014,OPTAREL,362.0,1.0,16.0,196.0,145.0,85.0,35.0,2.0,0.0,-21.0,108.0
441054038,2015,OPTAREL,283.0,0.0,7.0,112.0,126.0,65.0,40.0,1.0,0.0,4.0,135.0
441054038,2016,OPTAREL,444.0,0.0,9.0,261.0,146.0,71.0,183.0,42.0,0.0,14.0,214.0
441054038,2017,OPTAREL,692.0,0.0,18.0,520.0,194.0,182.0,354.0,99.0,4.0,-12.0,318.0
441070380,2014,EURL M C D,459.0,0.0,0.0,385.0,74.0,96.0,178.0,69.0,41.0,63.0,995.0
441070380,2015,EURL M C D,395.0,0.0,0.0,356.0,55.0,92.0,221.0,80.0,17.0,26.0,943.0
441070968,2015,MEXT INVEST,3167.0,126.0,209.0,1436.0,0.0,43.0,56.0,32.0,32.0,68.0,311.0
441070968,2016,MEXT INVEST,3228.0,0.0,17.0,1434.0,0.0,41.0,47.0,11.0,5.0,31.0,367.0
441070968,2017,MEXT INVEST,2852.0,206.0,534.0,863.0,0.0,21.0,1.0,72.0,1.0,177.0,372.0
441070968,2018,MEXT INVEST,3036.0,830.0,55.0,858.0,0.0,40.0,1.0,3.0,0.0,188.0,342.0
441077724,2014,CLINIQUE CHIRURGICALE DU LIBOURNAIS,6002.0,1856.0,216.0,3713.0,451.0,1002.0,840.0,878.0,39.0,1114.0,9910.0
441077724,2015,CLINIQUE CHIRURGICALE DU LIBOURNAIS,6577.0,2456.0,389.0,3494.0,383.0,839.0,768.0,773.0,41.0,795.0,9398.0
441077724,2016,CLINIQUE CHIRURGICALE DU LIBOURNAIS,7188.0,2456.0,748.0,3870.0,366.0,772.0,1012.0,947.0,48.0,1078.0,9748.0
441077724,2017,CLINIQUE CHIRURGICALE DU LIBOURNAIS,7207.0,6.0,2452.0,4058.0,362.0,784.0,1047.0,950.0,41.0,1134.0,9596.0
441077724,2018,CLINIQUE CHIRURGICALE DU LIBOURNAIS,8269.0,6.0,1683.0,1967.0,243.0,1068.0,573.0,754.0,106.0,270.0,2508.0
441083649,2015,DUPUY FRERES,2456.0,392.0,43.0,893.0,261.0,389.0,1464.0,296.0,3.0,88.0,4480.0
441083649,2016,DUPUY FRERES,2924.0,392.0,109.0,1291.0,364.0,574.0,1802.0,427.0,8.0,119.0,5535.0
441083649,2017,DUPUY FRERES,3088.0,392.0,54.0,1517.0,342.0,849.0,1867.0,446.0,0.0,-70.0,1670.0
441083649,2018,DUPUY FRERES,3211.0,12.0,575.0,1680.0,499.0,1035.0,933.0,437.0,166.0,127.0,6265.0
441100641,2014,NAVAL GESTION PARTICIPATION,12923.0,0.0,6958.0,979.0,0.0,516.0,1152.0,217.0,0.0,726.0,6592.0
441101565,2014,TOP SERVICE,491.0,0.0,38.0,196.0,44.0,37.0,30.0,76.0,0.0,16.0,534.0
441101565,2015,TOP SERVICE,482.0,0.0,24.0,168.0,45.0,29.0,18.0,59.0,0.0,20.0,533.0
441101565,2016,TOP SERVICE,498.0,0.0,37.0,154.0,49.0,29.0,13.0,49.0,0.0,39.0,531.0
441101565,2017,TOP SERVICE,547.0,0.0,69.0,183.0,35.0,29.0,18.0,63.0,0.0,41.0,558.0
441102647,2014,MAXI PNEU,494.0,0.0,149.0,122.0,131.0,73.0,164.0,42.0,2.0,62.0,1229.0
441119575,2014,BOULANGERIE SANS,938.0,0.0,4.0,824.0,85.0,79.0,6.0,115.0,40.0,-58.0,1020.0
441119575,2015,BOULANGERIE SANS,906.0,0.0,16.0,724.0,86.0,75.0,15.0,148.0,14.0,60.0,1502.0
441119575,2016,BOULANGERIE SANS,1209.0,0.0,20.0,982.0,128.0,67.0,22.0,159.0,0.0,52.0,1784.0
441121985,2014,ACTEIS,2146.0,0.0,13.0,1452.0,248.0,476.0,962.0,336.0,47.0,181.0,4253.0
441121985,2015,ACTEIS,2341.0,0.0,21.0,1569.0,309.0,494.0,929.0,284.0,31.0,78.0,4478.0
441121985,2016,ACTEIS,2225.0,0.0,68.0,1278.0,323.0,488.0,815.0,286.0,32.0,176.0,4817.0
441121985,2017,ACTEIS,2466.0,0.0,171.0,1273.0,343.0,484.0,990.0,317.0,55.0,245.0,5678.0
